name,position,team,unique_str,week,owner,points,status,RostStatus
"Mims, D.",WR,NYJ,"Mims, D. WR NYJ",05,FA,,FA,FA
"Freeman, D.",RB,NYG,"Freeman, D. RB NYG",05,Graham,16.7,Inactive,Bench
Browns DEF ,DEF,Browns,Browns DEF ,05,FA,,FA,FA
"Boswell, C.",K,PIT,"Boswell, C. K PIT",05,Sam,9.0,Active,Starting
Colts DEF ,DEF,Colts,Colts DEF ,05,Sam,11.0,Active,Starting
"Woods, R.",WR,LA,"Woods, R. WR LA",05,Sam,17.1,Inactive,Bench
"Diggs, S.",WR,BUF,"Diggs, S. WR BUF",05,Sam,20.6,Inactive,Bench
"Golladay, K.",WR,DET,"Golladay, K. WR DET",05,Sam,0.0,Inactive,Bench
"Hines, N.",RB,IND,"Hines, N. RB IND",05,Sam,5.7,Inactive,Bench
"Harris, D.",RB,NE,"Harris, D. RB NE",05,Sam,0.0,Inactive,Bench
"Samuel, D.",WR,SF,"Samuel, D. WR SF",05,Sam,4.2,Inactive,Bench
"Prescott, D.",QB,DAL,"Prescott, D. QB DAL",05,f,13.44,Active,Starting
"McKinnon, J.",RB,SF,"McKinnon, J. RB SF",05,f,2.5,Active,Starting
"Johnson, D.",RB,HOU,"Johnson, D. RB HOU",05,f,12.3,Active,Starting
"Boyd, T.",WR,CIN,"Boyd, T. WR CIN",05,f,8.2,Active,Starting
"Williams, P.",WR,MIA,"Williams, P. WR MIA",05,f,20.6,Active,Starting
"Ruggs, H.",WR,LV,"Ruggs, H. WR LV",05,f,20.7,Active,Starting
"Breida, M.",RB,MIA,"Breida, M. RB MIA",05,FA,,FA,FA
"Gaskin, M.",RB,MIA,"Gaskin, M. RB MIA",05,f,20.1,Active,Starting
"Slye, J.",K,CAR,"Slye, J. K CAR",05,f,11.0,Active,Starting
Panthers DEF ,DEF,Panthers,Panthers DEF ,05,FA,,FA,FA
"Tannehill, R.",QB,TEN,"Tannehill, R. QB TEN",05,FA,,FA,FA
"Hasty, J.",RB,SF,"Hasty, J. RB SF",05,FA,,FA,FA
"Claypool, C.",WR,PIT,"Claypool, C. WR PIT",05,FA,,FA,FA
"Reagor, J.",WR,PHI,"Reagor, J. WR PHI",05,FA,,FA,FA
"Edwards, G.",RB,BAL,"Edwards, G. RB BAL",05,FA,,FA,FA
"Gonzalez, Z.",K,ARI,"Gonzalez, Z. K ARI",05,FA,,FA,FA
"Barkley, S.",RB,NYG,"Barkley, S. RB NYG",05,f,0.00,Inactive,Reserve
"Fant, N.",TE,DEN,"Fant, N. TE DEN",05,f,0.0,Inactive,Bench
"Scott, B.",RB,PHI,"Scott, B. RB PHI",05,f,5.1,Inactive,Bench
"Lewis, D.",RB,NYG,"Lewis, D. RB NYG",05,f,2.1,Inactive,Bench
"Newton, C.",QB,NE,"Newton, C. QB NE",05,f,0.0,Inactive,Bench
"Graham, J.",TE,CHI,"Graham, J. TE CHI",05,f,12.3,Inactive,Bench
Steelers DEF ,DEF,Steelers,Steelers DEF ,05,f,8.0,Active,Starting
"Harry, N.",WR,NE,"Harry, N. WR NE",05,f,0.0,Inactive,Bench
"Sanders, J.",K,MIA,"Sanders, J. K MIA",05,FA,,FA,FA
"Hockenson, T.",TE,DET,"Hockenson, T. TE DET",05,FA,,FA,FA
"Carr, D.",QB,LV,"Carr, D. QB LV",05,FA,,FA,FA
"Howard, J.",RB,Free Agent,"Howard, J. RB Free Agent",05,FA,,FA,FA
"Edmonds, C.",RB,ARI,"Edmonds, C. RB ARI",05,Graham,23.3,Inactive,Bench
"Brown, A.",WR,TB,"Brown, A. WR TB",05,FA,,FA,FA
"Pittman, M.",WR,IND,"Pittman, M. WR IND",05,FA,,FA,FA
"Brees, D.",QB,NO,"Brees, D. QB NO",05,FA,,FA,FA
"Smith, T.",WR,NO,"Smith, T. WR NO",05,FA,,FA,FA
"Sims, S.",WR,WAS,"Sims, S. WR WAS",05,FA,,FA,FA
"Tagovailoa, T.",QB,MIA,"Tagovailoa, T. QB MIA",05,FA,,FA,FA
"Bailey, D.",K,MIN,"Bailey, D. K MIN",05,FA,,FA,FA
"Gano, G.",K,NYG,"Gano, G. K NYG",05,FA,,FA,FA
"Ballage, K.",RB,LAC,"Ballage, K. RB LAC",05,FA,,FA,FA
"Miller, A.",WR,CHI,"Miller, A. WR CHI",05,FA,,FA,FA
"Burkhead, R.",RB,NE,"Burkhead, R. RB NE",05,FA,,FA,FA
"Manhertz, C.",TE,CAR,"Manhertz, C. TE CAR",05,FA,,FA,FA
Eagles DEF ,DEF,Eagles,Eagles DEF ,05,FA,,FA,FA
"Succop, R.",K,TB,"Succop, R. K TB",05,FA,,FA,FA
"Snell, B.",RB,PIT,"Snell, B. RB PIT",05,FA,,FA,FA
"Howard, O.",TE,TB,"Howard, O. TE TB",05,FA,,FA,FA
"Jackson, J.",RB,LAC,"Jackson, J. RB LAC",05,FA,,FA,FA
Packers DEF ,DEF,Packers,Packers DEF ,05,FA,,FA,FA
"Bullock, R.",K,CIN,"Bullock, R. K CIN",05,FA,,FA,FA
"Mattison, A.",RB,MIN,"Mattison, A. RB MIN",05,FA,,FA,FA
"Lambo, J.",K,JAX,"Lambo, J. K JAX",05,FA,,FA,FA
"Coutee, K.",WR,HOU,"Coutee, K. WR HOU",05,FA,,FA,FA
"Gostkowski, S.",K,TEN,"Gostkowski, S. K TEN",05,FA,,FA,FA
"Booker, D.",RB,LV,"Booker, D. RB LV",05,FA,,FA,FA
Football Team DEF ,DEF,TFootballeFootballaFootballm,Football Team DEF ,05,FA,,FA,FA
"Fitzpatrick, R.",QB,MIA,"Fitzpatrick, R. QB MIA",05,FA,,FA,FA
"Reed, J.",TE,SF,"Reed, J. TE SF",05,FA,,FA,FA
"Williams, M.",WR,LAC,"Williams, M. WR LAC",05,FA,,FA,FA
"Cobb, R.",WR,HOU,"Cobb, R. WR HOU",05,FA,,FA,FA
"Tonyan, R.",TE,GB,"Tonyan, R. TE GB",05,FA,,FA,FA
"Meyers, J.",WR,NE,"Meyers, J. WR NE",05,FA,,FA,FA
"Higgins, R.",WR,CLE,"Higgins, R. WR CLE",05,FA,,FA,FA
"Harris, D.",WR,NO,"Harris, D. WR NO",05,FA,,FA,FA
"Gibson, A.",RB,WAS,"Gibson, A. RB WAS",05,Sam,10.1,Active,Starting
"Fulgham, T.",WR,PHI,"Fulgham, T. WR PHI",05,FA,,FA,FA
"Agholor, N.",WR,LV,"Agholor, N. WR LV",05,FA,,FA,FA
Broncos DEF ,DEF,Broncos,Broncos DEF ,05,FA,,FA,FA
"Thomas, L.",TE,WAS,"Thomas, L. TE WAS",05,FA,,FA,FA
"Grant, J.",WR,MIA,"Grant, J. WR MIA",05,FA,,FA,FA
"Pollard, T.",RB,DAL,"Pollard, T. RB DAL",05,FA,,FA,FA
"Gesicki, M.",TE,MIA,"Gesicki, M. TE MIA",05,FA,,FA,FA
"Thompson, C.",RB,JAX,"Thompson, C. RB JAX",05,FA,,FA,FA
Dolphins DEF ,DEF,Dolphins,Dolphins DEF ,05,FA,,FA,FA
"Koo, Y.",K,ATL,"Koo, Y. K ATL",05,FA,,FA,FA
"Samuel, C.",WR,CAR,"Samuel, C. WR CAR",05,FA,,FA,FA
"Cousins, K.",QB,MIN,"Cousins, K. QB MIN",05,FA,,FA,FA
"Penny, R.",RB,SEA,"Penny, R. RB SEA",05,FA,,FA,FA
"Beasley, C.",WR,BUF,"Beasley, C. WR BUF",05,FA,,FA,FA
"Johnson, K.",RB,DET,"Johnson, K. RB DET",05,FA,,FA,FA
Bears DEF ,DEF,Bears,Bears DEF ,05,FA,,FA,FA
"Williams, J.",RB,GB,"Williams, J. RB GB",05,FA,,FA,FA
"Moss, Z.",RB,BUF,"Moss, Z. RB BUF",05,FA,,FA,FA
"Ward, G.",WR,PHI,"Ward, G. WR PHI",05,FA,,FA,FA
"Bass, T.",K,BUF,"Bass, T. K BUF",05,FA,,FA,FA
"McKissic, J.",RB,WAS,"McKissic, J. RB WAS",05,FA,,FA,FA
"Tate, G.",WR,NYG,"Tate, G. WR NYG",05,FA,,FA,FA
"Patterson, C.",WR,CHI,"Patterson, C. WR CHI",05,FA,,FA,FA
"Alie-Cox, M.",TE,IND,"Alie-Cox, M. TE IND",05,FA,,FA,FA
Vikings DEF ,DEF,Vikings,Vikings DEF ,05,FA,,FA,FA
Bills DEF ,DEF,Bills,Bills DEF ,05,FA,,FA,FA
"Hill, B.",RB,ATL,"Hill, B. RB ATL",05,FA,,FA,FA
"Dallas, D.",RB,SEA,"Dallas, D. RB SEA",05,FA,,FA,FA
"Schultz, D.",TE,DAL,"Schultz, D. TE DAL",05,Sam,1.6,Active,Starting
"Kelce, T.",TE,KC,"Kelce, T. TE KC",05,f,24.8,Active,Starting
"Crowder, J.",WR,NYJ,"Crowder, J. WR NYJ",05,Sam,26.4,Active,Starting
"Watkins, S.",WR,KC,"Watkins, S. WR KC",05,Liam,10.4,Active,Starting
"Kelley, J.",RB,LAC,"Kelley, J. RB LAC",05,Liam,4.8,Active,Starting
"Gurley, T.",RB,ATL,"Gurley, T. RB ATL",05,Liam,25.0,Active,Starting
"Minshew, G.",QB,JAX,"Minshew, G. QB JAX",05,Liam,19.84,Active,Starting
"Armstead, R.",RB,JAX,"Armstead, R. RB JAX",05,Graham,0.00,Inactive,Reserve
"Akers, C.",RB,LA,"Akers, C. RB LA",05,Graham,6.1,Inactive,Bench
"Johnson, D.",WR,PIT,"Johnson, D. WR PIT",05,Graham,2.0,Inactive,Bench
"Watson, D.",QB,HOU,"Watson, D. QB HOU",05,Jake,24.86,Active,Starting
"Hunt, K.",RB,CLE,"Hunt, K. RB CLE",05,Jake,18.3,Active,Starting
"Sanders, M.",RB,PHI,"Sanders, M. RB PHI",05,Jake,23.9,Active,Starting
"Lockett, T.",WR,SEA,"Lockett, T. WR SEA",05,Jake,8.4,Active,Starting
"Anderson, R.",WR,CAR,"Anderson, R. WR CAR",05,Jake,19.5,Active,Starting
"Brown, A.",WR,TEN,"Brown, A. WR TEN",05,Jake,21.2,Active,Starting
"Higbee, T.",TE,LA,"Higbee, T. TE LA",05,Jake,3.2,Active,Starting
"Davis, M.",RB,CAR,"Davis, M. RB CAR",05,Jake,29.9,Active,Starting
"Kupp, C.",WR,LA,"Kupp, C. WR LA",05,Liam,13.6,Active,Starting
"Shenault, L.",WR,JAX,"Shenault, L. WR JAX",05,Liam,14.9,Active,Starting
"Ertz, Z.",TE,PHI,"Ertz, Z. TE PHI",05,Liam,1.6,Active,Starting
"Higgins, T.",WR,CIN,"Higgins, T. WR CIN",05,Liam,10.2,Active,Starting
"Robinson, A.",WR,CHI,"Robinson, A. WR CHI",05,Matt,19.0,Active,Starting
"Allen, K.",WR,LAC,"Allen, K. WR LAC",05,Matt,10.9,Active,Starting
"Edwards-Helaire, C.",RB,KC,"Edwards-Helaire, C. RB KC",05,Matt,11.0,Active,Starting
"Mixon, J.",RB,CIN,"Mixon, J. RB CIN",05,Matt,15.4,Active,Starting
"Roethlisberger, B.",QB,PIT,"Roethlisberger, B. QB PIT",05,Matt,21.36,Active,Starting
"Campbell, P.",WR,IND,"Campbell, P. WR IND",05,Liam,0.00,Inactive,Reserve
"McLaurin, T.",WR,WAS,"McLaurin, T. WR WAS",05,Sam,5.6,Active,Starting
"Blankenship, R.",K,IND,"Blankenship, R. K IND",05,Jake,11.0,Active,Starting
"Ekeler, A.",RB,LAC,"Ekeler, A. RB LAC",05,Liam,0.00,Inactive,Reserve
"Allen, J.",QB,BUF,"Allen, J. QB BUF",05,Liam,16.32,Inactive,Bench
"Valdes-Scantling, M.",WR,GB,"Valdes-Scantling, M. WR GB",05,Liam,0.0,Inactive,Bench
"Lindsay, P.",RB,DEN,"Lindsay, P. RB DEN",05,Liam,0.0,Inactive,Bench
"Adams, D.",WR,GB,"Adams, D. WR GB",05,Liam,0.0,Inactive,Bench
"Sanders, E.",WR,NO,"Sanders, E. WR NO",05,Liam,24.2,Inactive,Bench
Cardinals DEF ,DEF,Cardinals,Cardinals DEF ,05,Liam,7.0,Active,Starting
"Zuerlein, G.",K,DAL,"Zuerlein, G. K DAL",05,Liam,14.0,Active,Starting
"Jeudy, J.",WR,DEN,"Jeudy, J. WR DEN",05,Liam,0.0,Inactive,Bench
"Brown, M.",WR,BAL,"Brown, M. WR BAL",05,Matt,22.8,Active,Starting
Saints DEF ,DEF,Saints,Saints DEF ,05,Jake,3.0,Active,Starting
"Thomas, M.",WR,NO,"Thomas, M. WR NO",05,Jake,0.0,Inactive,Bench
"Aiyuk, B.",WR,SF,"Aiyuk, B. WR SF",05,Lucas,7.4,Inactive,Bench
"McCaffrey, C.",RB,CAR,"McCaffrey, C. RB CAR",05,Lucas,0.00,Inactive,Reserve
"Goedert, D.",TE,PHI,"Goedert, D. TE PHI",05,Lucas,0.00,Inactive,Reserve
"Bridgewater, T.",QB,CAR,"Bridgewater, T. QB CAR",05,Graham,20.82,Active,Starting
"Drake, K.",RB,ARI,"Drake, K. RB ARI",05,Graham,13.2,Active,Starting
"Taylor, J.",RB,IND,"Taylor, J. RB IND",05,Graham,15.4,Active,Starting
"Thielen, A.",WR,MIN,"Thielen, A. WR MIN",05,Graham,29.3,Active,Starting
"Evans, M.",WR,TB,"Evans, M. WR TB",05,Graham,15.1,Active,Starting
"Ridley, C.",WR,ATL,"Ridley, C. WR ATL",05,Graham,21.6,Active,Starting
"Hurst, H.",TE,ATL,"Hurst, H. TE ATL",05,Graham,2.8,Active,Starting
"Hill, T.",WR,KC,"Hill, T. WR KC",05,Graham,18.3,Active,Starting
"Myers, J.",K,SEA,"Myers, J. K SEA",05,Graham,3.0,Active,Starting
Rams DEF ,DEF,Rams,Rams DEF ,05,Graham,12.0,Active,Starting
"Rodgers, A.",QB,GB,"Rodgers, A. QB GB",05,Graham,0.0,Inactive,Bench
"Murray, L.",RB,NO,"Murray, L. RB NO",05,Graham,7.7,Inactive,Bench
"Dobbins, J.",RB,BAL,"Dobbins, J. RB BAL",05,Lucas,8.5,Inactive,Bench
"Godwin, C.",WR,TB,"Godwin, C. WR TB",05,Lucas,0.0,Inactive,Bench
"Gallman, W.",RB,NYG,"Gallman, W. RB NYG",05,Lucas,4.4,Inactive,Bench
"Hyde, C.",RB,SEA,"Hyde, C. RB SEA",05,Lucas,0.0,Inactive,Bench
"Jones, A.",RB,GB,"Jones, A. RB GB",05,Jake,0.0,Inactive,Bench
"Johnson, D.",RB,CLE,"Johnson, D. RB CLE",05,Jake,4.6,Inactive,Bench
"Burrow, J.",QB,CIN,"Burrow, J. QB CIN",05,Jake,4.32,Inactive,Bench
Patriots DEF ,DEF,Patriots,Patriots DEF ,05,Jake,0.0,Inactive,Bench
"Lazard, A.",WR,GB,"Lazard, A. WR GB",05,Jake,0.00,Inactive,Reserve
"Jackson, L.",QB,BAL,"Jackson, L. QB BAL",05,Lucas,13.5,Active,Starting
"Mostert, R.",RB,SF,"Mostert, R. RB SF",05,Lucas,14.9,Active,Starting
"Henry, H.",TE,LAC,"Henry, H. TE LAC",05,Jake,12.3,Inactive,Bench
"Singletary, D.",RB,BUF,"Singletary, D. RB BUF",05,Lucas,4.3,Active,Starting
"Gallup, M.",WR,DAL,"Gallup, M. WR DAL",05,Lucas,11.3,Active,Starting
"Jefferson, J.",WR,MIN,"Jefferson, J. WR MIN",05,Lucas,5.3,Active,Starting
"Andrews, M.",TE,BAL,"Andrews, M. TE BAL",05,Lucas,17.6,Active,Starting
"Brown, J.",WR,BUF,"Brown, J. WR BUF",05,Lucas,0.0,Active,Starting
"Tucker, J.",K,BAL,"Tucker, J. K BAL",05,Lucas,10.0,Active,Starting
49ers DEF ,DEF,49ers,49ers DEF ,05,Lucas,-2.0,Active,Starting
"Peterson, A.",RB,DET,"Peterson, A. RB DET",05,Lucas,0.0,Inactive,Bench
"Cooper, A.",WR,DAL,"Cooper, A. WR DAL",05,Lucas,4.1,Active,Starting
"Kittle, G.",TE,SF,"Kittle, G. TE SF",05,Matt,8.4,Active,Starting
"Sutton, C.",WR,DEN,"Sutton, C. WR DEN",05,FA,,FA,FA
"Landry, J.",WR,CLE,"Landry, J. WR CLE",05,Kevin,12.8,Inactive,Bench
"Jeffery, A.",WR,PHI,"Jeffery, A. WR PHI",05,Kevin,0.0,Inactive,Bench
"Renfrow, H.",WR,LV,"Renfrow, H. WR LV",05,Jess,5.2,Active,Starting
"Henderson, D.",RB,LA,"Henderson, D. RB LA",05,Kevin,21.8,Inactive,Bench
"Hooper, A.",TE,CLE,"Hooper, A. TE CLE",05,Jess,10.7,Active,Starting
"Jones, M.",WR,DET,"Jones, M. WR DET",05,Jess,0.0,Inactive,Bench
"Swift, D.",RB,DET,"Swift, D. RB DET",05,Kevin,0.0,Inactive,Bench
"Michel, S.",RB,NE,"Michel, S. RB NE",05,Kevin,0.00,Inactive,Reserve
"Wilson, R.",QB,SEA,"Wilson, R. QB SEA",05,Nolan,24.48,Active,Starting
"Carson, C.",RB,SEA,"Carson, C. RB SEA",05,Nolan,19.9,Active,Starting
"Jones, J.",WR,ATL,"Jones, J. WR ATL",05,Jess,0.0,Inactive,Bench
"Jacobs, J.",RB,LV,"Jacobs, J. RB LV",05,Nolan,22.5,Active,Starting
"Fuller, W.",WR,HOU,"Fuller, W. WR HOU",05,Nolan,15.8,Active,Starting
"Henry, D.",RB,TEN,"Henry, D. RB TEN",05,Jess,19.3,Active,Starting
"Gordon, M.",RB,DEN,"Gordon, M. RB DEN",05,Jess,0.0,Inactive,Bench
"Chark, D.",WR,JAX,"Chark, D. WR JAX",05,Nolan,4.6,Active,Starting
"Metcalf, D.",WR,SEA,"Metcalf, D. WR SEA",05,Nolan,27.3,Active,Starting
"Ebron, E.",TE,PIT,"Ebron, E. TE PIT",05,Nolan,7.3,Active,Starting
Chiefs DEF ,DEF,Chiefs,Chiefs DEF ,05,Jess,-1.0,Active,Starting
"Ingram, M.",RB,BAL,"Ingram, M. RB BAL",05,Jess,5.7,Active,Starting
"Elliott, E.",RB,DAL,"Elliott, E. RB DAL",05,Nolan,23.5,Active,Starting
"Gould, R.",K,SF,"Gould, R. K SF",05,Nolan,5.0,Active,Starting
Ravens DEF ,DEF,Ravens,Ravens DEF ,05,Nolan,26.0,Active,Starting
"Bernard, G.",RB,CIN,"Bernard, G. RB CIN",05,Nolan,1.4,Inactive,Bench
"Fournette, L.",RB,TB,"Fournette, L. RB TB",05,Nolan,0.0,Inactive,Bench
"Smith, J.",TE,TEN,"Smith, J. TE TEN",05,Nolan,21.0,Inactive,Bench
"Gage, R.",WR,ATL,"Gage, R. WR ATL",05,Nolan,3.6,Inactive,Bench
"Slayton, D.",WR,NYG,"Slayton, D. WR NYG",05,Nolan,20.9,Inactive,Bench
"Butker, H.",K,KC,"Butker, H. K KC",05,Jess,6.0,Active,Starting
"Cook, J.",TE,NO,"Cook, J. TE NO",05,Jess,13.2,Inactive,Bench
"Green, A.",WR,CIN,"Green, A. WR CIN",05,Kevin,0.0,Inactive,Bench
"Wentz, C.",QB,PHI,"Wentz, C. QB PHI",05,Jess,17.42,Inactive,Bench
"Coleman, T.",RB,SF,"Coleman, T. RB SF",05,Jess,0.0,Inactive,Bench
"Bell, L.",RB,KC,"Bell, L. RB KC",05,Matt,7.7,Active,Starting
"Lutz, W.",K,NO,"Lutz, W. K NO",05,Matt,15.0,Active,Starting
Buccaneers DEF ,DEF,Buccaneers,Buccaneers DEF ,05,Matt,6.0,Active,Starting
"Ryan, M.",QB,ATL,"Ryan, M. QB ATL",05,Matt,6.94,Inactive,Bench
"Parker, D.",WR,MIA,"Parker, D. WR MIA",05,Sam,13.0,Active,Starting
"Moore, D.",WR,CAR,"Moore, D. WR CAR",05,Jess,19.3,Active,Starting
"Edelman, J.",WR,NE,"Edelman, J. WR NE",05,Matt,0.0,Inactive,Bench
"Hilton, T.",WR,IND,"Hilton, T. WR IND",05,Matt,12.9,Inactive,Bench
"White, J.",RB,NE,"White, J. RB NE",05,Matt,0.0,Inactive,Bench
"Engram, E.",TE,NYG,"Engram, E. TE NYG",05,Matt,9.5,Inactive,Bench
Chargers DEF ,DEF,Chargers,Chargers DEF ,05,Matt,3.0,Inactive,Bench
"Chubb, N.",RB,CLE,"Chubb, N. RB CLE",05,Matt,0.00,Inactive,Reserve
"Robinson, J.",RB,JAX,"Robinson, J. RB JAX",05,Sam,10.0,Active,Starting
"Mahomes, P.",QB,KC,"Mahomes, P. QB KC",05,Kevin,29.7,Active,Starting
"Conner, J.",RB,PIT,"Conner, J. RB PIT",05,Kevin,15.3,Active,Starting
"Kamara, A.",RB,NO,"Kamara, A. RB NO",05,Kevin,23.0,Active,Starting
"Smith-Schuster, J.",WR,PIT,"Smith-Schuster, J. WR PIT",05,Jess,6.8,Active,Starting
"Cook, D.",RB,MIN,"Cook, D. RB MIN",05,Sam,19.9,Active,Starting
"Hopkins, D.",WR,ARI,"Hopkins, D. WR ARI",05,Kevin,25.1,Active,Starting
"Beckham, O.",WR,CLE,"Beckham, O. WR CLE",05,Kevin,11.42,Active,Starting
"Murray, K.",QB,ARI,"Murray, K. QB ARI",05,Sam,26.3,Active,Starting
"Lamb, C.",WR,DAL,"Lamb, C. WR DAL",05,Kevin,20.7,Active,Starting
"Waller, D.",TE,LV,"Waller, D. TE LV",05,Kevin,15.8,Active,Starting
"Shepard, S.",WR,NYG,"Shepard, S. WR NYG",05,Jess,0.00,Inactive,Reserve
"Jones, R.",RB,TB,"Jones, R. RB TB",05,Kevin,15.5,Active,Starting
"Carlson, D.",K,LV,"Carlson, D. K LV",05,Kevin,10.0,Active,Starting
Seahawks DEF ,DEF,Seahawks,Seahawks DEF ,05,Kevin,7.0,Active,Starting
"Montgomery, D.",RB,CHI,"Montgomery, D. RB CHI",05,Jess,18.9,Active,Starting
"Gronkowski, R.",TE,TB,"Gronkowski, R. TE TB",05,Kevin,8.2,Inactive,Bench
"Crosby, M.",K,GB,"Crosby, M. K GB",05,Nolan,0.0,Inactive,Bench
"Herbert, J.",QB,LAC,"Herbert, J. QB LAC",05,Jess,27.36,Active,Starting
"Parker, D.",WR,MIA,"Parker, D. WR MIA",06,Sam,6.5,Active,Starting
"McLaurin, T.",WR,WAS,"McLaurin, T. WR WAS",06,Sam,14.4,Inactive,Bench
"Samuel, D.",WR,SF,"Samuel, D. WR SF",06,Sam,18.0,Inactive,Bench
"Coutee, K.",WR,HOU,"Coutee, K. WR HOU",06,FA,,FA,FA
"Newton, C.",QB,NE,"Newton, C. QB NE",06,f,18.48,Active,Starting
"McKinnon, J.",RB,SF,"McKinnon, J. RB SF",06,f,4.8,Active,Starting
"Snell, B.",RB,PIT,"Snell, B. RB PIT",06,FA,,FA,FA
"Harris, D.",RB,NE,"Harris, D. RB NE",06,Sam,4.3,Inactive,Bench
"Boswell, C.",K,PIT,"Boswell, C. K PIT",06,Sam,8.0,Active,Starting
"Miller, A.",WR,CHI,"Miller, A. WR CHI",06,FA,,FA,FA
"Harris, D.",WR,NO,"Harris, D. WR NO",06,FA,,FA,FA
"Edwards, B.",WR,LV,"Edwards, B. WR LV",06,FA,,FA,FA
"Gibson, A.",RB,WAS,"Gibson, A. RB WAS",06,Sam,9.5,Active,Starting
"Robinson, J.",RB,JAX,"Robinson, J. RB JAX",06,Sam,15.3,Active,Starting
"Schultz, D.",TE,DAL,"Schultz, D. TE DAL",06,Sam,7.5,Active,Starting
"Murray, K.",QB,ARI,"Murray, K. QB ARI",06,Sam,28.92,Active,Starting
"Coleman, T.",RB,SF,"Coleman, T. RB SF",06,Jess,0.0,Inactive,Bench
"Mims, D.",WR,NYJ,"Mims, D. WR NYJ",06,FA,,FA,FA
"Herbert, J.",QB,LAC,"Herbert, J. QB LAC",06,Jess,0.0,Inactive,Bench
"Penny, R.",RB,SEA,"Penny, R. RB SEA",06,FA,,FA,FA
"Golladay, K.",WR,DET,"Golladay, K. WR DET",06,Sam,14.5,Active,Starting
"Renfrow, H.",WR,LV,"Renfrow, H. WR LV",06,Jess,0.0,Inactive,Bench
"Cohen, T.",RB,CHI,"Cohen, T. RB CHI",06,FA,,FA,FA
"Tate, G.",WR,NYG,"Tate, G. WR NYG",06,FA,,FA,FA
"Gordon, M.",RB,DEN,"Gordon, M. RB DEN",06,Jess,0.0,Inactive,Bench
"Crowder, J.",WR,NYJ,"Crowder, J. WR NYJ",06,Sam,11.8,Active,Starting
Colts DEF ,DEF,Colts,Colts DEF ,06,Sam,4.0,Active,Starting
"Ingram, M.",RB,BAL,"Ingram, M. RB BAL",06,Jess,2.0,Inactive,Bench
"Brees, D.",QB,NO,"Brees, D. QB NO",06,FA,,FA,FA
"Woods, R.",WR,LA,"Woods, R. WR LA",06,Sam,14.0,Inactive,Bench
"Cook, D.",RB,MIN,"Cook, D. RB MIN",06,Sam,0.0,Inactive,Bench
"Hines, N.",RB,IND,"Hines, N. RB IND",06,Sam,9.4,Inactive,Bench
"Diggs, S.",WR,BUF,"Diggs, S. WR BUF",06,Sam,16.6,Active,Starting
"Johnson, D.",RB,CLE,"Johnson, D. RB CLE",06,FA,,FA,FA
"Johnson, D.",RB,HOU,"Johnson, D. RB HOU",06,f,13.9,Active,Starting
Broncos DEF ,DEF,Broncos,Broncos DEF ,06,FA,,FA,FA
"Minshew, G.",QB,JAX,"Minshew, G. QB JAX",06,FA,,FA,FA
"Ryan, M.",QB,ATL,"Ryan, M. QB ATL",06,FA,,FA,FA
"Hilton, T.",WR,IND,"Hilton, T. WR IND",06,FA,,FA,FA
"Cousins, K.",QB,MIN,"Cousins, K. QB MIN",06,FA,,FA,FA
Browns DEF ,DEF,Browns,Browns DEF ,06,FA,,FA,FA
"Patrick, T.",WR,DEN,"Patrick, T. WR DEN",06,FA,,FA,FA
"Cooks, B.",WR,HOU,"Cooks, B. WR HOU",06,FA,,FA,FA
"Hill, T.",QB,NO,"Hill, T. QB NO",06,FA,,FA,FA
"Ahmed, S.",RB,MIA,"Ahmed, S. RB MIA",06,FA,,FA,FA
"Kirk, C.",WR,ARI,"Kirk, C. WR ARI",06,FA,,FA,FA
"Prater, M.",K,DET,"Prater, M. K DET",06,FA,,FA,FA
"Carlson, D.",K,LV,"Carlson, D. K LV",06,FA,,FA,FA
"Fells, D.",TE,HOU,"Fells, D. TE HOU",06,FA,,FA,FA
"Bridgewater, T.",QB,CAR,"Bridgewater, T. QB CAR",06,FA,,FA,FA
"Bernard, G.",RB,CIN,"Bernard, G. RB CIN",06,FA,,FA,FA
"Hurts, J.",QB,PHI,"Hurts, J. QB PHI",06,FA,,FA,FA
"Engram, E.",TE,NYG,"Engram, E. TE NYG",06,FA,,FA,FA
"Davis, C.",WR,TEN,"Davis, C. WR TEN",06,FA,,FA,FA
"Cole, K.",WR,JAX,"Cole, K. WR JAX",06,FA,,FA,FA
"McManus, B.",K,DEN,"McManus, B. K DEN",06,FA,,FA,FA
"Gronkowski, R.",TE,TB,"Gronkowski, R. TE TB",06,FA,,FA,FA
"Miller, S.",WR,TB,"Miller, S. WR TB",06,FA,,FA,FA
"Tannehill, R.",QB,TEN,"Tannehill, R. QB TEN",06,FA,,FA,FA
Panthers DEF ,DEF,Panthers,Panthers DEF ,06,FA,,FA,FA
"Hasty, J.",RB,SF,"Hasty, J. RB SF",06,FA,,FA,FA
"Reagor, J.",WR,PHI,"Reagor, J. WR PHI",06,FA,,FA,FA
"Grant, J.",WR,MIA,"Grant, J. WR MIA",06,FA,,FA,FA
"Breida, M.",RB,MIA,"Breida, M. RB MIA",06,FA,,FA,FA
"Thompson, C.",RB,JAX,"Thompson, C. RB JAX",06,FA,,FA,FA
Bears DEF ,DEF,Bears,Bears DEF ,06,FA,,FA,FA
"Boyd, T.",WR,CIN,"Boyd, T. WR CIN",06,f,12.9,Active,Starting
